       tic                           sectors          t0    t0_sigma          P0    P0_sigma morphology source flag
---------- --------------------------------- ----------- ----------- ----------- ----------- ---------- ------ ----
  30028394                                 4 1411.290211    0.000035   0.4571032   0.0000025      0.895    LCF     
  30034081               4-10,12-13,27,29-37 1411.553116    0.000007   2.3446089   0.0001275      0.506    LCF     
  30122338                               8-9 1514.067117    0.000009   7.0401695   0.0000654      0.349    LCF    A
  30287190                             11,37 1602.787226    0.000535   3.1243419   0.0000040      0.237    LCF     
  30313682                         1-8,10-13 1329.896940    0.000073   5.7273674   0.0000053      0.422    LCF     
  30382918                                11 1598.440119    0.000305   0.5719608   0.0000097      0.536    LCF     
  30450412                             12,39 1628.125028    0.000931   1.2538431   0.0000062      0.355    LCF    A
  30540538                             11,37 1600.847989    0.005193   1.5998440   0.0000021      0.726    LCF     
  30562668                         8-9,35-36 1518.078903    0.000563   3.8522421   0.0000012      0.478    LCF     
  30714849                                14 1683.243361    0.520372  15.0688612   0.5655905      0.118    LCF    A
  30816076                             13,27 1661.295538    0.001497   4.0831801   0.0000222      0.265    LCF    A
  30828562                               8-9 1520.110371    0.000297   3.1122867   0.0000369      0.237    LCF    A
  30914235                             13,27 1658.077700    0.001209   3.0199529   0.0000133      0.414    LCF     
  30993392                             11,37 1600.066096    0.007578   5.7945445   0.0000619      0.289    LCF     
  31054255                            5-6,32 1438.429859    0.001616   0.8738720   0.0000003      0.295    LCF     
